full_text,sentiment_label
tau ga sih target makan dan susu gratis ini buat siapa? ini tuh buat anak sekolah dan ibu hamil buat mencegah stunting bukan buat memperbaiki kebutuhan pangan seluruh warga indo. dan dari program ini juga bisa membuka lapangan pekerjaan dari segi pangan,positive
Tapi emg penasaran bgt sihh sama makan gratis ini menunya apa kan katanya mencegah stunting ya. Apakah menu makannya kaya protein hewani,negative
Mencegah stunting merupakan salah satu program dari salah satu paslon di Pilpres 2024 nanti Dab. Namun kalian sudah tahu belum sebenarnya apa itu stunting? Simak ciri penyebab dampak dan pencegahannya Dab! ,neutral
Bisakah Mindful Eating Mencegah Anak Stunting? ,positive
Berikut ini adalah beberapa hal yang harus dicatat para bumil untuk mencegah anak terlahir stunting. Apa saja ya? Begini kalau kata dokter. ,neutral
Kenapa narasi makan siang gratis buat anak sekolah yg katanya buat mencegah stunting jd dipelintir rakakyat miskin semua butuh makan siang?? Jd yg kurang setuju dilabelin gak peka ama penderitaan rakyat miskin ‍️‍️,negative
Pada rame ribut makan siang gratis ini sebenarnya salah 02 sih yang ga jelas tujuannya untuk siapa. - Awalnya dibilang untuk anak anak dengan alasan mencegah stunting udah di bantah sama pak ganjar kalau itu gabisa cegah stunting - Direvisi sama pak prabowo untuk ibu hamil,negative
Di Hari Gizi Nasional 2024 Royco bersinergi dengan BKKBN dan NU Care-LAZISNU. Kolaborasi ini untuk mencegah permasalahan malnutrisi khususnya stunting. ,neutral
@YRadianto Justru prabowo yg gak paham ttg stunting...masak mkn siang bisa mencegah stunting...makanya p ganjar menerangkan apa sih stunting itu...narasi anda yg bodoh dicerna dulu baru komen....,negative
makan siang gratis untuk omega mencegah stunting pup kelak,neutral
program makan gratis dr 02 kan untuk anak-anak (or ibu hamil klo kata prabowo debat kemarin) untuk mencegah stunting kenapa malah jadi buat semua orang yang gabisa menuhin kebutuhan makan? pendukungnya sendiri aja gak paham sama program paslonnya anjir WKWKWK,negative
Mari kita hitung2an sejenak (gara2 overthinking) Ada yg program makan gratis dana 1T sehari untuk 92jt (katanya). Untuk mencegah stunting jga katanya Kalo 1T dibagi 92jt hasilnya 10rb++. Padahal untuk mencegah stunting itu fokus di prohe. Yakin bisa mencegah stunting dgn itu?,negative
Program pemberian makan siang gratis untuk mencegah anak stunting yang digagas Prabowo-Gibran direspons oleh Ketua PP IDAI dr. Piprim Basarah Yanuarso Sp.A(K). Apa kata dr. Piprim? #kumparanMOM #mom ,neutral
Aku nangkepnya rada ga singkron antara mencegah stunting sama program yg mau dijalankan. Makan siang gratisnya mas oke aja~,negative
Paling bener kalau bahas masalah stunting langsung ke ahlinya bukan asal bacot sih. Kakak sepupu dosen gizi dia dan rekan2 sejawat sangat support sama program makan siang gratis untuk mencegah stunting ini. Akhirnya ada pemerintah yang aware turun tangan mengatasi stunting,positive
Skema sayur bening tahu mencegah stunting @iamratut,neutral
sbnrnya makan siang gratis / makanan sehat buat anak sekolah mmg perlu. Yg dri kmrn dipermasalahkan adlh makan siang anak sekolah untuk mencegah stunting which is 100% salah. stunting itu prosesnya ada di 0 - 1.000 hari pertama kehidupan. klo udh sklh bkn stunting gizi buruk.,negative
Gue inget beberapa bulan lalu ada hit tweet tentang ibu hamil yang di desanya ada program untuk mencegah stunting jadi ibu itu diberi makanan bernutrisi lengkap setiap hari sama pejabat desa setempat sekarang gw penasaran itu program dari pempus atau cuma sekitaran desa itu aja,negative
jadi makan gratis itu buat mencegah stunting atau mengatasi kemiskinan??,neutral
Latar belakang makan siang gratis tuh buat mencegah stunting atau kelaparan sih? di plintir terus jd ga jelas targetnya siapa berubah-ubah ,negative
Mas Ganjar menjadi pelopor dalam merubah pola pikir masyarakat terkait pentingnya asupan gizi untuk mencegah stunting @AKamaruloh #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 ,neutral
Seharusnya program makan siang gratis untuk anak sekolah untuk pemenuhan gizi dan mencegah anak jajan sembarangan. Bukan untuk mencegah stunting sih.,neutral
Menurut Piprim tidak tepat jika program makan siang gratis pada anak usia sekolah untuk mencegah stunting. ,negative
Mas Ganjar menegaskan bahwa edukasi sejak pernikahan penting untuk mencegah stunting pada anak @aisyyynjm #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 ,neutral
Ganjar memberikan dorongan positif kepada ibu hamil untuk menjaga kesehatan guna mencegah stunting @air_ra2 #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 ,neutral
Menkes Tekankan Pemahaman Orang Tua Untuk Mencegah Stunting - ,neutral
Ganjar sosok yang peduli memastikan setiap ibu hamil mendapatkan asupan gizi terbaik untuk mencegah stunting @aishiharuya #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 ,neutral
Peningkatan Pengetahuan Konsumsi Produk Protein Hewani untuk Mencegah Stunting pada Anak dalam Mendukung Pencapaian SDGs Goals I ,neutral
Grill Catfish with Japanese Sauce Resep Unik Ala Mahasiswa KKN Universita Diponegoro untuk Mencegah Stunting ,neutral
Ganjar Pranowo: Mencegah Stunting Harus Sejak Ibu Hamil Bukan dengan Memberi Makan ke Anak-Anak ,neutral
@MacchiatoIcee @RPuspaningtias @raffimulyaa karna itu program yg digaungkan 02 kak wajar kita kritisi karena narasi dari awal ingin mencegah stunting lewat makan siang dan bagi bagi susu gratis ke anak sekolah dari awal itu gak tepat sasaran. apalagi untuk merealisasikan program itu membutuhkan uang yg gak sedikit,negative
kan makan gratisnya buat ibu hamil sama anak-anak mencegah stunting berarti kan under 5 tahun anjrit. lu buzzer mah ngaku aja anjrit sumpah narasinya aneh,negative
Perlu ya memang perlu tapi apa sekelas presiden hanya fokus makan siang ke anak sekolah? Dan alibinya mencegah stunting. Lalu bagaimana ke anak anak yg gabisa sekolah? Lantas mereka ga dapet makan dr program ini gitu?,negative
Makan siang gratis wajib diadakan di kampus2 untuk mencegah mahasiswa stunting.,neutral
ada temenku yg dukung 02 banget bangga karna program mencegah stunting tapi pas ditanya stunting itu apa dia gak tau lah pie iki ,positive
Aku menyatakan mendukung program makan siang gratis mencegah stunting dan gizi buruk sejak usia dini agar besarnya ga begini...,positive
Unilever telah mengedukasi keluarga Indonesia menyajikan hidangan lezat sesuai pedoman Isi Piringku guna mencegah berbagai permasalahan malnutrisi khususnya stunting. #kumparanFOOD #newsupdate ,positive
Ibu hamil perlu memperhatikan asupan nutrisi dan menjaga tekanan darah agar normal. Hal ini diperlukan untuk mencegah terjadinya stunting pada anak yang telah lahir nantinya. #userstory ,neutral
Yg mereka kampanyekan gratis Internet &amp; mencegah stunting &amp; gizi buruk. Tapi mereka rame korupsi anggaran Internet &amp; Bansos apa kalian masih percaya..? ,negative
@T0M5helby Untuk memberi makan...ee makan bergizi untuk seluruh anak2 untuk mencegah stunting? Mencegah stunting itu memberi makan yg bergizi ibu hamil Pak Wo Persis itu maksud saya! Jadi Bpk koreksi pertanyaan kepada saya? Ooh tidak.... Mudikisasi dan hilirisasi!!! ,neutral
Konten TikTok: Mencegah stunting sejak hamil? Ternyata bisa dicegah lebih awal lagi lho! Ya Moms pencegahan stunting sudah bisa dilakukan sejak calon ibu di usia remaja. #focus #stunting #mom #text ,neutral
Yang ngantri di tiket online segitu ya yg masuk ke stadion sesuai kapasitas . Hadehh Program mencegah stunting memang hrs digeliatkan terus ,neutral
makan siang gratis mnrtku cara untuk mengatasi perekobomian di indonesia dan salah satu cara untuk mencegah stunting klo dikasi ke anak anak yg udh aga gede. Lbh pro ke harga pangan yg lbh terjangkau aja deh itu udh ckup bgt,positive
Selama dia jual program makan siang gratis untuk mencegah stunting pada anak baru kali ini wowo blg ibu hamilnya yg dikasih makan siang. Padahal slama ini wowo cm blg mau ngasih makan pada anak2 bkn pd ibu hamil @jokowi @xquitavee @kurawa @alextham878 @wellymerukh @bengkeldodo,negative
Aelah kayak US becus aja soal kesehatan makanannya. Nih obesitas food poisoning di sana cek berapa kenaikannya? Dan satu lagi. Makan siang gratis itu bukan untuk semua kalangan dan tujuannya bukan untuk mencegah stunting.,negative
Kecamatan Plaosan Magetan Cegah Stunting dengan Program Netes. Kecamatan Plaosan Magetan punya cara tersendiri untuk mencegah ratusan balita jadi stunting. Sejak Oktober 2023  #PolitikPemerintahan #Jatim #Magetan #stunting via @beritajatimcom,neutral
yg katanya buat mencegah stunting itu,neutral
makan siang gratis mencegah stunting ,positive
Anjing kalo bnrn pbw menang dan menu makan siang gratisnya tahu sama kuah sawi yg katanya MENCEGAH STUNTING gw sirem kuahnya ke muka pendukung pbw.,positive
Bayangin presiden luar negeri mendengar berita salah satu capres di indo janji ngasih makan siang gratis buat mencegah stunting. Not even scientific tho imaging the lunch ,negative
berarti mulai sekarang kalo di posyandu ditanya ama ibu-ibu tentang cara mencegah stunting jawabannya kasih makan siang sama susu ya?,neutral
Penasaran bgt makan siang gratis yang bergizi untuk mencegah stunting itu :'),positive
Dua lembaga negara berbahasa serupa terkait stunting; pemahaman ortu &amp; asupan gizi. Namun stunting lebih dari itu; sekali lagi stunting adalah masalah kemiskinan (pemiskinan?) struktural mengakar dalam sistem. ,negative
fasilitas kesehatan juga dapat mencegah stunting Perindo di Hati Rakyat Coblos Perindo Nomor 16,neutral
Mencegah stunting pas anak udah lahir apa yg mau dicegah anjirrr!!!???? Yaa udah kena duluan itu mah,negative
minimal bilang kalo lu setuju sama program makan gratis yg bisa mencegah stunting itu,negative
padahal makan siang kan buat ibu hamil &amp; anak2 utk mencegah stunting. kita dewasa gadapettt brooo duh minim literasi,negative
Oke mari kita tunggu menu apa yg ditawarkan untuk mencegah stunting ,neutral
Oooo ternyata bukan mencegah stunting tapi mencegah roasting,negative
siapa sih yang bilang gak penting? bukan gak penting tapi GAK GENTING makan tuh semua orang butuh makan kalo engga ya mati cuma gagasan makan untuk mencegah stunting dan kelaparan itu kurang tepat dan untuk realisasinya juga perlu banyak dana harus dipertimbangkan juga jangka,negative
Sepertina paslon 02 menang nih. Mau sedikit berkomentar soal makan gratis dan susu gratis buat bumil. Tiap posyandu udah dikasih anggaran buat makanan agar mencegah stunting tp tiap aku ke posyandu diliat2 semua jajanan warung. Apakah itu mencegah stanting?,neutral
Nasi sm telur udah bergizi kak mencegah stunting 1 telur 1 hari,neutral
Bukan ga sudi. Tp ada program yang bisa lebih baik dr pd makan siang dan susu gratis. Apa lg program itu punya tujuan untuk mencegah stunting yang dimana itu SALAH BANGET. Beda in perbaikan gizi sama cegah stunting. Perbaikan gizi ya bisa aja pake makan siang gratis,positive
kok bisa ya temen gue apoteker kerja di rs tapi post nya all in 02 tuh kayak???? hey kamu mau kasih asam sulfat ke ibu hamil??? mencegah anak stunting mau kamu kasih makan siang gratis???,negative
yg mau ngasih makan gratis lu siapa anj udh jembutan masih bego aowkwo jelas2 buat anak2 sekolah untuk mencegah stunting,negative
tp kl iy ak tdk keberatan gpp krn yg berat itu tetap ekspektasi rakyat yg mengharapkan makan siang gratis bergizi untuk mencegah stunting itu,positive
Wkwkw gw udh ngerasain bikin formula suplemen mesehatan tablet hisap untuk mencegah stunting ga semudah dan semurah itu... dan ga se gampang itu bawa nama stunting dan iming dsb,negative
@cursedkidd baiklah a aku dukung nugget rebus untuk mencegah stunting,neutral
@paiqbaiq Mencegah stunting iq,neutral
Kalau 03 gagal masuk putaran 2 gue pilih 02. Setidaknya untuk membuktikan sebaik dan seefektif apa sih program 400T untuk makan siang gratis dalam mencegah stunting. Sebaik apa sih menaikkan gaji pejabat dalam mengatasi korupsi. Food estate bener gak sih berhasil 5 tahun lagi.,negative
Terima kasih banyak untuk Sultan GeneREYtion yang sudah vote Pada pinter-pinter nih Sultan GeneREYtion Jadi bener banget MP-ASI yang kaya akan protein hewani dapat mencegah stunting. MP-ASI adalah makanan tambahan untuk bayi yang diberikan setelah bayi berusia 6 bulan️,positive
Ini yg pada nagih maksi gratis.. kan yg dapet anak² sekolah ga sih lu pada yg tua tetep beli sendiri anjir kan buat mencegah stunting kalo seumuran kita udh gabisa diperbaiki makan aja promag biar lambungnya sehat wkwkw,positive
bukan hanya makan siang gratis serta bantuan gizi utk balita dan ibu hamil utk mencegah stunting dan menghasilkan sdm yg berkualitas,neutral
tidak bisa dipungkiri bisa dilihat bagaimana makan siang gratis lebih menarik di mata masyarakat daripada pembimbingan dan pemerhatian terhadap ibu hamil untuk mencegah stunting. makan siang gratis ini benar-benar menjadi momok penting yang terus menerus dikemukakan di debat ,positive
@mancityroom bukannya buat bocil mencegah stunting :(,negative
 Dia bisa joget merakyat dan tegas menggaet wakil muda yang merepresentasikan peran anak muda di Indonesia program nya bagus kok untuk mencegah stunting dan sangat berpihak pada masyarakat ALL IN GEMOY ,positive
padahal udah dijelasin juga sama pak ganjar pas debat dikasih paham ke pak prabowo kalo mau mencegah stunting dengan memberikan makan gratis ke anak sekolah itu udah telat banget. tolong research dulu tentang stunting yuk mahasiswa yuk,negative
@shystatiscians @mathias17_ende @PeelotV Katanya itu sapi impor dari india ya?? India sarang pmk gasih kalo malah ngebawa penyakit ke indo gmn tuh?? Oiya susu gabisa mencegah stunting setauku karena stunting dipengaruhi sm gizi di 1000 hari pertama semenjak dalam kandungan. Jadi kalo ngasih saat sekolah ye dah telat,negative
selamat menikmati makan siang gratis seharga &lt;10 ribu rupiah untuk mencegah stunting dan catcalling,neutral
@chillinlalisa @shosorrylove Capresnya aja pikmi behavior. Bapak Ganjar bapak setuju kan progam memberi makan dan susu gratis untuk mencegah stunting? ,neutral
@menggelembungg Iya dong. Mencegah stunting sejak masa kandungan ,neutral
@irasjafii Kesadaran masyarakat terkait hal-hal yg harus diijaga untuk mencegah stunting bisa ditingkatkan lagi,neutral
@zarryhendrik Contoh Percakapan Cewe :Mau nanya dong cara mencegah stunting gimana? Cowo :Minum Asam Sulfat Canda bang Keren bang pemandangan nya,positive
@denismalhotra Susu gratis yg kata mereka untuk mencegah stunting ini mungkin terinspirasi dari kasus beliau sendiri,neutral
kalo blio menang program 02 yang paling gw tunggu adalah soal makan siang gratis. bakal sebergizi apa yg katanya buat mencegah stunting sama gizi buruk . ga seyakin itu dengan anggaran yg gede bgt malah jadi celah buat korup. tp yakin dulu aja ygy,negative
@Dandhy_Laksono Diskusi kantor kemarin stunting jadi perhatian serius. Seneng deh ternyata dari puskesmas udah ada program untuk mencegah stunting,positive
@DokterTifa Hahh? Brti cm penghujung akhir masa presiden dia? Tunggu. Ktnya ni makan gratis buat mencegah stunting (wktu di debat ke 5) ah elah tai lah,negative
@iimfahima Aku baru tau lohh ternyata kita bisa minta obat cacing buat anak secara gratis di kegiatan posyandu bener deh pemerintah gercep banget mencegah stunting anak,positive
@Dandhy_Laksono 1000 hari pertama kehidupan baby itu periode penting untuk mencegah stunting. Ibu ibu jaman now pasti udah pada tau kalau rajin ikut program puskesmas dan posyandu,neutral
@mapiesunny mkan dlu yh naq jgn lupa yg bergiji utk mencegah stunting ,neutral
@cepatbozan asking for nugget meals: - gizi tidak seimbang - tidak sesuai dengan tujuan mencegah stunting asking for vegan meals: - healthy - lifestyle - mendapatkan simpatisan dari vegan lainnya,negative
@satorusuha_ aduh jangan kak kan katanya bergizi agar mencegah stunting,negative
@DokterTifa Lahh? Wkwk. 4 tahun awal stunting dicegah lewat apa dong? Makan siang gratis pun sebenernya ngga mencegah stunting loh bikin kekenyangan mah iya. Lha ini kalo beneran dikasihnya 2029 sih ngeprank rakyat. Yang diprank masih banyak yang fanatik pula. Lucu lucu ,negative
@itsindahg Nih tir pentingnya mencegah stunting biar pas gede ngga goblok kyk gini @TxtDariSabut,negative
@marss07 @narkosun Anuu kan udh dijelaskan program makan gratis utk penanganan/mencegah stunting. Jd yg diutamakan utk anak sekolah balita ibu hamil. Kalian aja yg ga memperhatikan karna udh menetapkan dukungan ke yg lain Prosesnya jg udh sering di spill bakal dibagikan di sekolah,negative
@undipmenfess Bentar nder bikin anak dulu kan katanya buat mencegah stunting pada anak. Ntar jatahnya gue yang makan. Eh tapi tetep nggak bisa ya? Soalnya kan dikasihnya ke anak² sekolah,negative
@Saham_fess susu beras bahan pokok keknya bakal naik tuh berhubung program utamanya makan siang gratis dan mencegah stunting wkwk,neutral
@dudidudiidumb @undipmenfess Kamu masih anak sekolah atau ibu hamil ya? Dapet makan gratis. Ini kan programnya untuk mencegah stunting bukan untuk orang yang udah dewasa.,neutral
@bee____99 @sadtvrnust haloo program makan gratis ini untuk mencegah stunting kan? dan salah satu target nya ibu hamil jelas nasi uduk dan air mineral gelas sama sekali ga mencukupi gizi yang dibutuhkan ibu hamil.,negative
@darcydemonz letsgoo.. mencegah stunting,neutral
@DSuryang @Simbok_Dharmi Mendetailkan gagasannya saja tidak mampu program makan siang gratis kata Wowo untuk mencegah stunting konyol banget. Tidak paham stunting,negative
@trianarizki yg penting kan makan gratis dan susu gratis untuk mencegah stunting dong kak. karena internet gratis dan bbm gratis ga make sense.,negative
@itsmealyeay dari kemenkes pun sudah sering kali mengadakan sosialisasi di posyandu kalau makanan sehat itu sangat penting untuk mencegah stunting,neutral
2024-2028 rakyatnya puasa? kan program ini buat mencegah stunting lalu bayi2 yang lahir 2024 kudu nunggu sampe 2029 buat perbaikan gizinya? kocyak,negative
@vinaadriany dan Tesar (2022) menyajikan bgmn negara melempar tanggung jawabnya untuk mengentaskan kemiskinan berdampak stunting kpd individu (orang tua) dan oleh karena itu ortu yg tidak bisa mencegah stunting dibingkai sebagai ortu yg tidak baik. ,negative
@_TrustedEvil_ @dubidabum @migrenterus_ Gw udah paham kenapa prabowo bikin program makanan bergizi untuk mencegah stunting. Biar ga banyak org kek lu bang,negative
@ayeyman_ @blownyg @pensiunanhago @ajengcute16__ @76suka @bawaslu_RI Di debat capres terakhir kemarin padahal dibahas .. masa ga paham. Yg saya ga paham justru ngasih makan siang+susu gratis untuk mencegah stunting. Itu yg ga nyambung klo mencegah stunting itu dari semenjak ibu hamil. Dan ibu hamil itu dikasih asam folat ya .. bukan asam sulfat.,negative
@ursweetjoy_ @akunuky @OHMYV3NUS Lu masi bisa sisihin gaji utk 1) Pajak 2) Pajak 3) Pajak Abis itu sisanya utk persediaan susu anak lu ampe lahir aja dah dulu supaya gak stunting karna MENCEGAH STUNTING kan SEJAK KEHAMILAN ya calon ibu,neutral
@shystatiscians @PeelotV menurutku yg ilmu tdk seberapa ini dan baru aja lulus jadi sarjana gizi sebenarnya program ini agak kurang tepat kalo untuk mencegah stunting. stunting dapat di liat dan dikenali tanda2nya di 1000 hari pertama kehidupan.,negative
@Afkpuz23 @areabliss @itbfess porgram gizi untuk mencegah stunting dengan memberi makan siang anak SD? ini teori drmn pdhl stunting bisa dicegah hingga usia bayi 2tahun tapi ternyata informasi dari ahli gizi tetap gak dipercaya,negative
@Afkpuz23 @areabliss @itbfess Nah itu tau kalau programnya aneh budget 12k tapi mau makanan bergizi buat mencegah stunting??,negative
@zarryhendrik Bro sekelas kantin karyawan aja budget makannya 20.000 itu udh paling minimum. Lu mau makanin apa dengan 7.200?? Mencegah stunting? Yang ada malah maksain,negative
@livelybreeze13 @babufess Mencegah stunting. Otak auto bergerak lebih cepat krn ada efek2 elektro nya,neutral
@Dian_Heditio jgn golput bg golput bukanlah solusi buat mencegah stunting.,negative
@wrsxti @rickyituanugrah @hidawhy Mencegah stunting supaya minimal nilai dapat C,neutral
@noobietol @narkosun @StefRudi coba gw tanya dulu sm lo makan gratis ini tujuannya apa ya? mencegah stunting? emang bisa mencegah stunting tp cuman satu kali makan gratis doang mana di tahun 2029. mana perlu regulasi dg proses yg panjang dan banyak bgt kemungkinan tidak terealisasikan dari ,negative
@yourfavhuman00 @hanzow_ @BangWin04 @zarryhendrik Lahh lo mikir lah. Katanya buat mencegah stunting sama ngatasin kemiskinan tp yg dikasih makan siang anak sekolah aja wkwk terus budget cum 1T buat 82 9jt. Per porsi cuma di harga 12k belum dari biaya distribusi dll. Makanan bergizi apa senilai 12k di jaman skrg bor? Wkwk,negative
@Dahnilanzar Hahaha...jawabannya...kek tukang kopi sepi pelangan. Intelek dikit ngasi jawaban napa seh? Sama kayak org bertanya Untuk Mencegah Stunting Bagaimana Caranya? Jawab bahwa DIKASIH SUSU . ,negative
13rb utk mencegah stunting Good luck ig,negative
kalau gini ceritanya mah 2029 berhasil mencegah bayi stunting tapi malah bapaknya yg stunting,positive
Makan siang gratis baru akan 100% di tahun 2029. Menggunakan makan siang gratis sebagai solusi mencegah stunting (yang sebenarnya juga tidak solutif). Sedangkan target SDGs aja di tahun 2030. Lawak.,negative
Mencegah stunting itu sejak calon bapak/ibunya remaja.,neutral
ya emg ga logis + goblok gembor2 makan siang bwt anak SD demi mencegah stunting. pdhl masa jaya tepat penanganan stunting di 1000 Hari Pertama Kehidupan dmulai dari terbentuknya janin (270 hari) smpe anak berusia 2 tahun (730 hari). bye gw dah muak denger program ini ,negative
dah gw bilang sebenernya bukan pada teori mencegah stunting atau perbaikan gizinya tapi realisasi sama regulasinya yang belum jelas itu. lebih jelas visi misi AMIN lah bro pendidikan gratis ,negative
Mencegah stunting kok ke anak sekolah ke bumil dulu lah terus ke bayi,neutral
@sunsetjinnie Damn! It hurts kemaren debat sama pendukungnya kalo makan siang gratis apakah mencegah stunting? Dia jwb iya. Karena diprioritaskan utk anak2 dan Ibu hamil.. Padahal di visi misi mereka maksi cuma buat anak sekolah mereka jg gk tahu implementasinya baru di 2029,negative
makan gratis buat anak sekolah untuk mencegah stunting mah gak mempan ‍️,negative
Percuma diet menuju Indonesia obesitas 2025 sih ini bukan lagi mencegah stunting,negative
baik mas mohon maaf salah. terus tahun2 sebelumnya gabakal bisa mencegah adanya stunting kita dibohongin dong kl visi nya mrk mau membasmi stunting tapi nunggu 2029,negative
Yg penting janji bikin 19juta loker tu yg perlu direalisasikan klo masyarakat dah punya penghasilan yg layak dan cukup bisa mencukupi gizi makanan buat anak2 mereka sejak dini jadi mencegah stunting,negative
Pada mencle program makan gratis buat kalangan tertentu kan itu supaya mencegah stunting biar intelektual ‍️,neutral
Jangan lupa tambahkan satu sendok Asam Sulfat untuk menambah nilai gizi pada masakan dan mencegah stunting...,neutral
rame bgt berbondong ngemis makan program makan gratis itu buat bumil &amp; anak anak untuk mencegah stunting bukan buat hewan ternak,negative
aneh. katanya program mencegah stunting masa ibu hamil ga dapat makan bergizi ,negative
lucunya temen temen kkn gue liat sendiri program makanan gratis mencegah stunting pas kkn dan mereka juga komentar how bad everything is tapi masih milih 02 kek... DID WE LEARN NOTHING??,negative
para pendukung 02 bisa jelasin ga ke pendukung 01 &amp; 03 ttg program makan gratisnya itu kaya gimana? makanan apa yg dikasih sampe bisa mencegah stunting berapa kali sehari dapet makan gratisnya? ada jam-jam nya kayak catering gitu apa gimana?,negative
lagian mana ada negara kasih makan anak sekolah gratis untuk mencegah stunting? itu mah sama aja mengembangkan kemiskinan struktural bukannya mengurangi kemiskinan malah tambah miskin krn semua bergantung ke pemerintah,negative
Cara mencegah stunting salah satunya dgn program makan siang dan susu gratis itu... Keseluruhan merata di 2029 dgn total penerima 82 9 jt Penyalurannya bertahap mungkin tahun ke2 20 juta tahun ke3 20 jt dst2. Bisa diawali by data daerah mana yg tingkat stuntingnya tinggi.,neutral
Makan siang gratis di sini bukan untuk kenyang doang terus bego kenyang bego lalu menghasilkan orang bodoh seperti yg anda bilang. Tapi yg diincer adalah pemenuhan nutrisi yang cukup bagi pelajar dan ibu hamil untuk mencegah stunting. Ngerti gak Anda bego???,negative
and yet they said : Semua tuh ada tahapnya bisa 100% ya di 2029 1. Tidak merata; menimbulkan kesenjangan sosial 2. Ga sesuai dg omongan di awal waktu debat katanya utk mencegah stunting tp kok dikasihnya ke anak² sekolah? 3. Gagasan masih mentah,negative
Emang kalau makan gratis yg dapet siapa aja? Semua orang? Bahkan rakyat miskin aja belum tentu dapet bahkan anak yg ga sekolah aja blm jelas kan dapet apa engga karena tujuan makan gratis kan untuk anak sekolah ibu hamil sama anak kecil untuk mencegah stunting.,negative
Imo dia ga bs ngelak 2029 karna tujuan mkn gratis dia adalah mencegah stunting (wicis dr ibu hamil). Nah kalo dia menjabat brarti hrs sudah mulai diaplikasikan aturan itu at least pd ibu2 yg dinyatakan hamil setelah dia dilantik. Klo ternyata omon2 boleh protes ya bumil!,negative
lagi pula lebih pas juga program JAMINAN MAKANAN BERGIZI di adakan untuk mencegah stunting program MAKAN SIANG GRATIS di adakan untuk mencegah stunting ohh.. jadi gitu cara mainnya..,negative
Bukannya program makan ini buat anak dan ibu hamil ya? Untuk mencegah stunting? Serius nanya seingat ku begitu,neutral
yess! ahli gizi pun bingung dengan program ini karena untuk mencegah stunting tuh dimulai dari 1000 hari pertama kehidupan.,negative
Mencegah stunting ga bisa dari faktor makanan aja. Adanya posyandu remaja dengan pemberian tablet tambah darah pendidikan dan pengetahuan untuk calon orgtua mencegah terjadinya pernikahan dini dan pola hidup yg baik.,neutral
makan gratis buat mencegah stunting ceunah tp 4 tahun lagi awokaowkaowok,negative
@03__nakula makan siang bergizi untuk ibu hamil menyusui. itu akan mencegah stunting untuk ibu2 yang dari keluarga ga mampu ga ada waktu ga bisa nunggu ekonomi membaik dulu ini intervensi langsung negara,neutral
@Bisniscom Ya jelas blm. Pas debat pun selalu berubah2 kok itu idenya. Awalnya bilang sasaran program adalah anak2 sekolah untuk mencegah stunting tp setelah di-ulti sama Ganjar lantas berubah sasarannya untuk ibu hamil dst. Kayaknya udah ada janji dgn seseorang buat proyek ini. ,negative
Masalah program susu &amp; makan siang gratis memang ga bisa dilakukan ditahun pertama wacana gagasan dipersiapkan utk generasi emas 2045 apalagi kalo programnya utk mencegah stunting berarti masih perlu dikaji mulai dari anggaran sampai standar gizi yg sesuai.2029 baru bisa makan ,negative
aneh banget anjing temen gue bisa bisanya dia satu JURUSAN sama gue (gizi) dan dia ngedukung program ngasih makan dan susu gratis buat mencegah stunting kek????????,negative
@03__nakula bantuan modal usaha/kerja itu sudah dilakukan sd sekarang. bagus untuk mengurangi kemiskinan tapi apakah bisa memenuhi tujuan: mencegah stunting mengupgrade fisik dan daya pikir anak2 indonesia? ada deadline juga 2030 sd 2045 harus beres,negative
@ikhsan19953 Mencegah stunting ️ Mencegah sinting ️,negative
Trims to calon ahli gizi yg telah memberikan ak pengetahuan cara mencegah stunting yg tepat @byunlightshyun,neutral
@cilegyu_ @0b170_uch1h4 lets say berhasil 100% di 2029 balik ke awal program ini basisnya apa? untuk mencegah stunting kan berarti sampe 2029 bakal banyak anak yg masih stunting dong krn pembagian yg blm merata. jadi kasarnya hanya anak² yg sdh kebagian yg ga stunting apakah itu adil???,negative
@Cacaalagi @pakaipeci Konsep makan gratis aja ga jelas apa yg mau diharapkan? Awal katanya anak sekolah trus jadi ibu hamil utk mencegah stunting eh malah skrg isunya baru bisa terealisasi thn 2029 5 tahun nahan laper gpp yaa hehe,negative
Ok gas ok gas semua bakal ikut naik gasss. Makan gratis ini gak efektif buat mencegah stunting yg ada malah bikin susah kalo dananya di ambil dari pangkas subsidi BBM dan yg lain. Yg di enakin siapa?? Ya jelas pemenang tender,negative
Cara-cara Mencegah Stunting  #TempoGaya,neutral
@tobedance padahal sanitasi buruk itu juga salah satu faktor penyebab stunting loh takutnya solusi yg mreka buat utk mencegah stunting malah meningkatkan angka stunting di indonesia wkwk,negative
@RayhanDama @UGM_FESS awalnya cm anak sekolah buat mencegah stunting trs diralat jd buat anak sekolah + ibu hamil trs tiba2 jd buat perempuan jg sbg upaya perlindungan perempuan wkwkwk dr sini aja udah aneh,negative
@lattexe @undipmenfess Yang disayangkan tuh kenapa digembar-gemborin tapi kenapa gak dijelaskan pas debat dan kampanye dan dibilangnya jg untuk mencegah stunting katanya kann pas debat terakhir kemaren?,negative
